focus_value,raw_focus_value,x,y,z,quaternion,timestamp,metric
10175.271757891083,10212.11917919889,0.6881485065889256,0.07588873089199329,0.42964084791491486,"0.7072170678269689,0.7064444000606903,0.02708151593100849,0.006849824230917789",0.0,fswm
10167.283613952884,10159.295470014686,0.6881442224012829,0.07588699961620507,0.42963795980141506,"0.7072190398308046,0.7064426175643289,0.02707710106587986,0.006847509585406113",0.02533745765686035,fswm
6162.663660303603,2158.0437066543213,0.6734383888365146,0.07438857262465008,0.42887679566632686,"0.7076274365695124,0.7060438902284567,0.02685073131176269,0.006668906443439965",3.698850393295288,fswm
4336.087599348777,2509.5115383939506,0.6747360470558325,0.07451112623624437,0.4289232696740871,"0.7076035815000595,0.7060674205631504,0.026861164485144442,0.006666851587505058",3.9362123012542725,fswm
3534.5198189232156,2732.952038497654,0.6757911539294416,0.07461439425283213,0.42894069167739424,"0.7075779758452374,0.7060943568913338,0.026825451419570535,0.006675509052250002",4.134429454803467,fswm
3577.4908333548797,3620.461847786544,0.6775180314946209,0.07481017294863959,0.42886965160239965,"0.707496695997208,0.7061796874942409,0.026736751942712588,0.006619684216367704",4.479077100753784,fswm
3941.279776455218,4305.068719555556,0.6785234151761543,0.07490091450967178,0.4288769491135547,"0.707468222872764,0.706208363604919,0.026731766367793747,0.0066237048978188716",4.656224966049194,fswm
5071.2373011747695,6201.19482589432,0.6806408515052651,0.07515790918975923,0.42910853633136137,"0.7074028418202731,0.7062662080067519,0.026906748195462904,0.006729763287891213",5.0605151653289795,fswm
6137.295462933063,7203.353624691358,0.6819497425851995,0.07526600729056547,0.4292866123502477,"0.70735864782691,0.7063053021204564,0.02702446588531666,0.006800131221491891",5.300705194473267,fswm
6548.9263419464705,6960.557220959878,0.6834526414435729,0.0753340189230905,0.4294304753362563,"0.7073459143735326,0.7063151471735226,0.027095510138121993,0.006819356470451242",5.585140705108643,fswm
7790.38848874947,9031.850635552468,0.6847074218765831,0.07548029345338034,0.4293202776379267,"0.7072845922722317,0.7063811671909559,0.02698176243526535,0.006792397819089952",5.818050146102905,fswm
8995.83506574856,10201.281642747654,0.686013652215868,0.07552466645525893,0.4294293299403543,"0.7072469495835746,0.7064165869726545,0.02703614209486067,0.006812119733334484",6.065564393997192,fswm
9740.471764498725,10485.10846324889,0.6869095658637036,0.07569391750194057,0.4295754809256388,"0.7071942842099993,0.7064649938975309,0.027135237847515845,0.006865540403143727",6.240972995758057,fswm
9781.637807164858,9822.80384983099,0.6881189667413357,0.07573140148761635,0.429845452528014,"0.7071858732078312,0.7064653750863928,0.027310456325944987,0.0069966788255700725",6.469107389450073,fswm
9617.393045502182,9453.148283839506,0.6893716670779061,0.07592227297409176,0.43000461306200743,"0.7071096739301521,0.7065362058356796,0.027434911848188286,0.007058646442389948",6.703573226928711,fswm
9445.753242154547,9274.113438806915,0.6899588007767999,0.07596270530672887,0.43010374984307176,"0.7071038353419274,0.7065392345219587,0.027494797227478163,0.007107197146623766",6.818347930908203,fswm
8779.681490640174,8113.609739125803,0.6912215446920632,0.07610064598506307,0.43004253828839034,"0.7070586312215479,0.706586609026497,0.027444813164353456,0.0070878903717138024",7.056090593338013,fswm
8073.154922943544,7366.628355246915,0.6920781377251274,0.07618810541381613,0.43002989753498366,"0.7070436109980871,0.7066040952667066,0.02738410382679475,0.007077821466225153",7.2290565967559814,fswm
7013.3832635013405,5953.611604059136,0.6935004418498363,0.07634774304407121,0.43006193714197305,"0.7069781035091522,0.7066676697080917,0.027435978173705005,0.00707339024725479",7.505937337875366,fswm
5472.158161990115,3930.9330604788893,0.6945830481511551,0.07646710418027781,0.43014413304117377,"0.7069158668814247,0.7067280059310721,0.02746872382351702,0.007138066648723835",7.700434923171997,fswm
4772.646938824626,4073.135715659136,0.6954418572985499,0.07659125321226948,0.43027916121744914,"0.7068909720940842,0.7067492174296847,0.02755446731043369,0.007172765550846992",7.857893943786621,fswm
4083.785881664103,3394.92482450358,0.6967917751681291,0.07668488370444675,0.43036821588572227,"0.7068655877338251,0.7067720910082511,0.027608315892689757,0.007213400245921791",8.099888324737549,fswm
3346.349281365138,2608.912681066173,0.6982749677899232,0.07685616010997934,0.4305553700727337,"0.7068190887072693,0.7068127049160698,0.027738040137709308,0.007292265599465503",8.378103494644165,fswm
2827.285598652878,2308.221915940618,0.6991761473735679,0.0768775554935631,0.430544141434557,"0.7068276711186522,0.7068046831351906,0.027727962940869114,0.007276215382673196",8.53786587715149,fswm
2513.8196225610072,2200.3536464691365,0.7001163168673709,0.07697661805721434,0.4305908571388216,"0.7067920522377347,0.7068421776716348,0.02768616973408079,0.0072530520091919565",8.737537145614624,fswm
2244.8357871202566,1975.8519516795059,0.7011523634868008,0.07703610115739783,0.43074425252670384,"0.7067686353972525,0.7068630486988013,0.027743829469107428,0.007280544576507835",8.939791202545166,fswm
2012.5700407437703,1780.304294367284,0.702713585741897,0.07723564042452735,0.43067060984729477,"0.7067126789880972,0.7069218854792995,0.027678583579806296,0.007247978951036768",9.21771788597107,fswm
1821.9436642671935,1631.3172877906168,0.7037875948156901,0.07735666469955374,0.43084563360465433,"0.7066566843228994,0.706972550583598,0.02779322169020842,0.007326667125437504",0.0,fswm
1682.0436850400165,1542.1437058128397,0.7049256222479929,0.07743505988366871,0.4307725871629082,"0.7066341025455386,0.7069974672220516,0.02774580208366824,0.007279898900358629",0.19929862022399902,fswm
1589.7499147816748,1497.4561445233333,0.7067066723305397,0.07766170296311002,0.4308408558071015,"0.7065613732542315,0.7070688341812545,0.02776729884542945,0.007325753850955087",0.5211219787597656,fswm
1575.2211002550348,1560.692285728395,0.7072838583916463,0.07748588379773524,0.43095352244229723,"0.7065935051145172,0.7070384671380068,0.027723917312550715,0.007321811658674363",0.8424994945526123,fswm
1531.1725650586286,1487.1240298622224,0.7018032428071863,0.07697632621575423,0.43055793721485125,"0.7067370081053633,0.7069037077307663,0.027542431576970748,0.0071668566054382135",0.9994297027587891,fswm
2441.1617571475863,3351.1509492365435,0.6883370403886614,0.075562937462085,0.42936138201643304,"0.7072439381790564,0.7064268765312229,0.0268658689679721,0.006730906916236051",1.1746525764465332,fswm
1876.7850957732376,1312.4084343988886,0.667335605048681,0.07335115882358707,0.427533590428648,"0.7079534654056217,0.7057636663131308,0.025744518782325223,0.0060628281424881785",1.4927482604980469,fswm
1585.5935577976682,1294.4020198220987,0.6661764131344267,0.07321426172069814,0.4274128553692893,"0.7080076224692264,0.7057126668991023,0.02566181188330265,0.00602575426779234",1.770796537399292,fswm
1504.651308522291,1423.7090592469135,0.6661587219868783,0.07322772539027159,0.4274052253877172,"0.7079892150290619,0.7057304473825159,0.025681058448034436,0.006024141166616072",1.9615700244903564,fswm
1388.0943353272567,1271.5373621322224,0.6661693620865866,0.07323938787797757,0.4274129954617991,"0.7080007906452901,0.7057192549592963,0.025672111485770376,0.006013012323452956",2.153902053833008,fswm
1349.5598872547394,1311.0254391822223,0.6661508393565438,0.07323586354038175,0.4274258611742028,"0.7079849037105775,0.7057355177436759,0.025660207525294777,0.006025683591830241",2.3994157314300537,fswm
1360.7385661518142,1371.9172450488888,0.6661486891721372,0.07324250731507136,0.42741026285481176,"0.7079747025980073,0.7057456673954663,0.02566433426438501,0.006017921614404163",2.63936448097229,fswm
1326.1816938536233,1291.6248215554324,0.6661495630393178,0.07323974303101416,0.4274291360169582,"0.7079883024933705,0.7057316196005893,0.025676884304258987,0.0060118417236856665",2.8393428325653076,fswm
1333.8458022858242,1341.5099107180251,0.6671270824343885,0.07351068729546244,0.4278700761683838,"0.7078841303822375,0.7058180812135838,0.02611188844432722,0.00625007734584964",3.0793097019195557,fswm
1380.1547649932209,1426.4637277006175,0.668404559728828,0.07376428501207832,0.42811451092564023,"0.7077990730064228,0.7058942303635111,0.026328495859650674,0.006373232815735241",3.319040298461914,fswm
1377.7566177734004,1375.35847055358,0.6698569955940127,0.07402204272294649,0.42836833633457316,"0.7077077669231341,0.7059783025745885,0.0265087901303264,0.006452672035683129",3.5994701385498047,fswm
1406.581799010157,1435.4069802469137,0.6709635443610503,0.07409689554939144,0.4286041385362245,"0.7076866965539378,0.7059922611457975,0.02667173660725285,0.006563930923781972",3.7996809482574463,fswm
1664.1258189517453,1921.6698388933335,0.672237280311448,0.07430146987783769,0.4286298663272854,"0.7076320412386378,0.7060470655789285,0.026665766908685124,0.006585763053346674",4.043337821960449,fswm
1884.8055440486505,2105.485269145556,0.6733840646282103,0.07433257026637255,0.4288078934043955,"0.7076608545490105,0.7060140515718085,0.026765015712560195,0.006626300327509833",4.254284858703613,fswm
2217.39608586377,2549.9866276788894,0.6743922254918641,0.07451567204171268,0.4289184574506488,"0.7075809448284097,0.7060919661480843,0.0268141385621242,0.0066591163106425825",4.439653158187866,fswm
2450.128692397564,2682.8612989313574,0.6753128469853917,0.07460060864754901,0.4288623721535688,"0.7075693252967054,0.7061073433797759,0.026734226045460108,0.006584123485392942",4.599985122680664,fswm
