focus_value,x,y,z,quaternion,timestamp,metric
207.116895563278,0.7118528637051884,0.10706851302590704,0.3499703508433771,"0.7063377454450753,0.7078698871053887,0.0026470452181172797,0.00045325554104594054",0.0,squared_sobel
206.58648804761523,0.7118660496757081,0.10705983424833372,0.34992956553152815,"0.7063159701481758,0.707891747568325,0.00260532487613079,0.0004861281660226549",0.22888922691345215,squared_sobel
207.02636459955295,0.71185875365556,0.10707483424405531,0.3499113009885708,"0.7063163119948932,0.7078914773366909,0.0025921478485623757,0.00045220962073915264",0.4215519428253174,squared_sobel
206.70555016672122,0.7118579941957945,0.1070700000805804,0.3499695550403912,"0.7063330336661521,0.7078745668627288,0.002646993929052246,0.00048637846803893935",0.6702044010162354,squared_sobel
206.46419160271262,0.7118637110484491,0.10706340462848753,0.34995676231381134,"0.7063192945650084,0.7078883164057761,0.0026375268073798456,0.00047861646965318533",0.8725385665893555,squared_sobel
207.3744892737796,0.7118617319210385,0.10705496081034037,0.3499464973885144,"0.7063266740643216,0.7078809945358517,0.0026277870885817963,0.0004709725937049635",1.018603801727295,squared_sobel
207.34983886329405,0.7118461074194083,0.10707315761391645,0.34994321544422546,"0.7063196133740107,0.7078881013598837,0.0026104042708879104,0.00047487454099893474",1.26702880859375,squared_sobel
206.8411881645022,0.7118554581505558,0.10706268292268245,0.3498911802585415,"0.7063357413745208,0.7078721302469253,0.002580701123466755,0.0004556953997412161",1.515608787536621,squared_sobel
207.23686234764472,0.7118547911156257,0.10704583307150284,0.349912624789795,"0.7063363177450807,0.7078714680452657,0.0026039281552523463,0.00045882450138450887",1.6836445331573486,squared_sobel
207.40548148178044,0.7118528698041328,0.10705198202112612,0.34993800802716546,"0.7063278701556936,0.7078798980550598,0.002604640614470107,0.0004534513746408186",1.8427693843841553,squared_sobel
206.60340971144487,0.7118557388256013,0.10707136204296737,0.3499048296293893,"0.7063174488140427,0.7078903562577339,0.0025888545184859814,0.0004503891686618174",1.9430921077728271,squared_sobel
206.61853588299658,0.7118501280428685,0.10705813099459563,0.34994298016224634,"0.7063320213085237,0.7078757198580256,0.0026122540907410185,0.00046587365552831924",2.1471946239471436,squared_sobel
207.06367322252152,0.711858762033322,0.10704643310755454,0.34995335115212367,"0.7063375397837495,0.7078701893340681,0.0026195930964839904,0.00046116851539302245",2.3530519008636475,squared_sobel
206.5159979078984,0.7118480852852317,0.10706911904888335,0.34994412418544674,"0.7063288935317208,0.7078788435021086,0.002612621527140946,0.000459666322728018",2.5443882942199707,squared_sobel
206.7109581626106,0.7118577740503543,0.10707598034780844,0.34991015257327673,"0.7063273431231066,0.7078804234892163,0.002604618290477514,0.0004542696797859148",2.7469778060913086,squared_sobel
206.55645588333334,0.7118711377949871,0.1070594029672329,0.3499115410678373,"0.7063411749016499,0.7078666046014921,0.002606635637612038,0.0004692325270323306",2.8648581504821777,squared_sobel
206.42017030010774,0.7118572142910409,0.10706599340857118,0.34994682563217083,"0.7063216332444374,0.707886058143115,0.002618245252334845,0.0004731694320929457",3.1126174926757812,squared_sobel
206.43764531760365,0.7118568796361071,0.1070658225966887,0.34991125713114246,"0.7063219637478931,0.7078857909519242,0.0026038667534583467,0.0004586650398526992",3.304969072341919,squared_sobel
206.58570565270276,0.711854058369451,0.10706408113351502,0.3499505748834042,"0.7063070433997458,0.7079005933832674,0.002621692444332402,0.0004868883393431435",3.5106048583984375,squared_sobel
207.08324188674035,0.7118553898613077,0.10707740043656579,0.3499117057354339,"0.7063100272432209,0.707897715160442,0.0026024069135678726,0.0004447072776147101",3.6713147163391113,squared_sobel
206.71267593658683,0.7118510820947453,0.10706546806256947,0.34990902682922365,"0.7063088700973258,0.7078988908522058,0.0026007515423954685,0.0004200517474816202",3.907054901123047,squared_sobel
205.98131726286567,0.7118470147196462,0.1070590262659138,0.349928484181086,"0.7063185596374105,0.7078891574895659,0.00261417380851363,0.0004462238732642409",4.06718897819519,squared_sobel
206.3440211223757,0.7118625220212711,0.10704684553468732,0.34990444804214094,"0.7063330898637022,0.7078747162610919,0.002596532096302491,0.0004585443779090975",4.268971681594849,squared_sobel
206.4417021120707,0.7118574890337905,0.1070678073261461,0.34996776627433746,"0.7063208681771614,0.7078867124973603,0.0026467585089703337,0.0004776154683609065",4.4722900390625,squared_sobel
206.30792895057365,0.7118483466384309,0.10703884962415086,0.3499203264113176,"0.7063229211194351,0.7078848563939332,0.002599064960103074,0.00045392816842960943",4.701319456100464,squared_sobel
206.6035592875474,0.7118436078304076,0.10706829603741105,0.3499232353897569,"0.7063204673304228,0.7078873564651019,0.002587342122288749,0.0004400542295304508",4.867122650146484,squared_sobel
206.37002734109984,0.7118455666498027,0.10705596205229023,0.349879585449672,"0.7063296478550714,0.7078782826523168,0.002567902803462874,0.0004139871128044983",5.068169593811035,squared_sobel
