timestamp,focus_value,raw_focus_value,ema_last5fv,x,y,z,quaternion,metric
0.0,5.099614558447431,5.142588429506172,5.035572419837073,0.5248313149980292,0.17228917616785955,0.13645557636493416,"0.707177059391933,0.7069749530266509,0.006558308873002622,0.006634082262780175",sobel
0.06647443771362305,5.07332934712495,5.0470441358024685,5.048158062266365,0.5248342053053282,0.17231534010429644,0.1364692718883966,"0.7071654333555281,0.7069862408009113,0.006584395724255566,0.006644615732335242",sobel
0.20417141914367676,5.014720139982227,4.956110932839505,5.037012088171653,0.5248221463461381,0.1723604474480266,0.1364770279741001,"0.7071165654215333,0.70703495838114,0.006589189130895386,0.00665681004920473",sobel
0.35957884788513184,5.120243173633089,5.225766207283951,5.064755783325465,0.5248364920346319,0.17233634541883905,0.13647781419066468,"0.707147742446215,0.7070038374873326,0.0065864419585897555,0.006653037932622829",sobel
0.5144891738891602,5.031965851260988,4.943688528888889,5.053825805970639,0.5248587530028708,0.17233285336460732,0.13648881751759895,"0.7071457048339026,0.7070056027029632,0.0066103185324826105,0.006658345926855999",sobel
0.6290881633758545,5.127877092976173,5.223788334691358,5.078509568305817,0.5255673839483391,0.1725654290657122,0.13672637477892635,"0.7071221359665149,0.7070247663402697,0.006990922635781493,0.006737329466588086",sobel
0.7632381916046143,4.990493509204136,4.853109925432098,5.04917088193859,0.5264777850414754,0.1730406175298259,0.13728811962323587,"0.7069401611752396,0.7071988758996367,0.007626753729276556,0.006869575777987814",sobel
1.0332832336425781,4.774007222949182,4.69286350617284,4.957449662275454,0.5284534219706523,0.1731146028983169,0.13739321965510343,"0.7070553945761048,0.7070811262615884,0.007799009310720043,0.006937242913712784",sobel
1.0774173736572266,4.733007904746196,4.69200858654321,4.882635743099034,0.5287275818042737,0.17319657775910643,0.137444048488821,"0.7070329381590075,0.7071025542749364,0.007873343778617422,0.006957913038060923",sobel
1.3196980953216553,4.695219815106302,4.692208927283951,4.820163767101457,0.5302196489449951,0.17348296783576928,0.13752087983992403,"0.7069260914279667,0.7072084749885319,0.007917232177088215,0.006999399790502011",sobel
1.3656632900238037,4.723697620886484,4.752175426666666,4.7880083850298,0.530457931120068,0.17350722148203954,0.13750784490760848,"0.706929374773316,0.7072056131319597,0.007889068460507694,0.006988736372397629",sobel
1.4300110340118408,4.843003416862995,4.962309212839505,4.806340062307531,0.5309717935350253,0.17338921601033594,0.1374805439765162,"0.7069944850227642,0.7071411425137771,0.007855575391655585,0.006963666201969212",sobel
1.6071362495422363,4.812089617320387,4.781175817777778,4.80825658064515,0.5322179742375327,0.17315587817348876,0.13755933770604148,"0.7071126425429343,0.7070227526703039,0.007874589391614275,0.0069662618647477175",sobel
1.7870748043060303,4.969324177570837,5.010321371728395,4.861945779620379,0.533153698287113,0.17353913477497085,0.1378647994694543,"0.7068864269379003,0.7072448447253971,0.00816846096372123,0.007041680609174096",sobel
1.9097332954406738,4.964061990019987,4.9587998024691355,4.895984516420248,0.533962613103649,0.17360407424391527,0.1379487761770935,"0.7068548704597554,0.7072753705405546,0.008249650891347764,0.007048800906161083",sobel
2.040109395980835,4.979530970318636,4.994999950617284,4.923833334386377,0.5349661006407473,0.17342169829597817,0.1377630111531764,"0.7069753853918627,0.707157127239537,0.008076086848680587,0.007026995486353565",sobel
2.151561975479126,5.045937655467959,5.112344340617284,4.964534774746904,0.5358241372357455,0.17343607386593204,0.13774785123625158,"0.7069767015173332,0.7071559780155428,0.008057207395226668,0.007031904261527519",sobel
2.392875909805298,5.200717593064521,5.391277505061729,5.043262380852776,0.5372779431623742,0.1739668026183063,0.1380201463184674,"0.7067016904434985,0.7074266555265711,0.008362969001910789,0.007092850221510512",sobel
2.484083414077759,5.177147614063125,5.153577635061729,5.087890791922892,0.538020011181681,0.17378922147430212,0.13809474797780932,"0.7068351137361973,0.7072920292517925,0.008436453184518968,0.007136778270603833",sobel
2.593571662902832,5.121662693698229,5.066177773333333,5.099148092514671,0.5387452603939947,0.17365241072586052,0.13818890987766602,"0.706969460636326,0.7071563842272037,0.008529135410087083,0.007161272473949414",sobel
2.709625482559204,5.078775554009608,5.035888414320987,5.0923572463463165,0.5395632326132872,0.173756764545468,0.13823887511995414,"0.7068918290033669,0.7072332365174021,0.008586248493521808,0.0071671186820414625",sobel
2.879908323287964,5.0952932569430756,5.111810959876543,5.093335916545236,0.5407211766226881,0.17399132627819985,0.13823410972393407,"0.7067862279570069,0.7073386998053872,0.008576860674682434,0.007185345426460143",sobel
2.9914815425872803,5.274207614582649,5.453121972222223,5.153626482557707,0.5415063952572697,0.17399910357968756,0.13833112498516623,"0.7068310442872124,0.7072922110386755,0.008701205289016635,0.007203614536400924",sobel
3.146989107131958,5.195803665069103,5.117399715555556,5.167685543394839,0.5423263144146543,0.17415448947108927,0.13870187588131302,"0.7067135251610168,0.7074053271371745,0.008978427130252521,0.007285899992635163",sobel
3.333939552307129,5.119251602843194,5.042699540617285,5.151540896544291,0.5437109040272311,0.17398118170608007,0.13846197775586697,"0.7068256508255554,0.70729649108466,0.008773174246165135,0.007225264562913082",sobel
3.46876859664917,5.024786546545053,4.9303214902469135,5.109289446544545,0.5447289281848193,0.17387589106694484,0.13858684148346567,"0.7069182302753426,0.707201909598978,0.008908247495159923,0.007260708677641496",sobel
3.553758382797241,4.888792680433021,4.752798814320988,5.03579052450737,0.5452323254079616,0.174035283346725,0.1387662324048095,"0.7068534818919581,0.7072640177326118,0.00907654554479061,0.007306208244517224",sobel
3.8338515758514404,4.868703676774922,4.794644395061728,4.980094908596555,0.5469455801214074,0.17412103532561476,0.1388246616678793,"0.7068500811941775,0.707266198709394,0.009129570098814554,0.007357841311122471",sobel
3.9663989543914795,4.8883068939430165,4.907910111111111,4.949498903712042,0.5479015900161995,0.17393004318767824,0.13882076808010294,"0.7069925243076592,0.7071234331955154,0.00914411896865467,0.007376034650021957",sobel
