timestamp,focus_value,ema_last5fv,x,y,z,metric
0.0,6.40039936,6.40039936,0.5648810141293764,0.18267008433053414,0.2655093481120842,sobel
0.09546422958374023,6.16989951,6.3584902963636365,0.5648891509363831,0.18265744294949748,0.2654801712708832,sobel
0.22453904151916504,6.650999840000001,6.4116738497520664,0.5648856660667131,0.18266089685045248,0.2655287815288895,sobel
0.3397352695465088,6.70059984,6.464205847978963,0.5648946957019553,0.18266509489542235,0.2655268257840251,sobel
0.4618375301361084,7.38639856,6.631877250164607,0.5648812136913897,0.18268306896705927,0.2655054010955731,sobel
0.6337027549743652,6.86349975,6.67399043195286,0.5659359865192308,0.18314734494608717,0.26611997810793264,sobel
0.7827122211456299,6.700996760000001,6.678900673415977,0.56675006235203,0.18338389131782112,0.2662603696508626,sobel
0.9398584365844727,6.66449271,6.676281043703981,0.5676783822173136,0.18357120142570038,0.2663008528247527,sobel
1.1076321601867676,6.06518844,6.565173297575985,0.5686037739494361,0.18376450237371342,0.26640356367917994,sobel
1.2332334518432617,6.05489039,6.472394587107624,0.5692618129779057,0.18373596945423534,0.26661280557089323,sobel
1.2553565502166748,6.003281510000001,6.387101300360784,0.5693793123926754,0.18372299493310118,0.2666650678370616,sobel
1.3836307525634766,6.093591,6.333735791204278,0.5700975563900379,0.18372436920089524,0.2666772110212201,sobel
1.5169458389282227,5.98018704,6.269454200076227,0.5709263910949112,0.18367709482433484,0.2665224913898021,sobel
1.5816378593444824,6.87338064,6.3792590073350945,0.5712507242025332,0.18373930409459113,0.2665468836466532,sobel
1.705564022064209,6.95827975,6.484535506001441,0.5718442474531426,0.18395648311863128,0.2667400733420665,sobel
1.8165779113769531,5.7408983099999995,6.349328743092088,0.5724007731393445,0.18403593406310922,0.2668289567715965,sobel
1.9033432006835938,6.3684,6.352796244348072,0.5728667926189888,0.18398474620759767,0.26675746028641967,sobel
2.0334761142730713,5.6057967600000005,6.216978156284786,0.5735377061612308,0.1838953750147544,0.2666464648488309,sobel
2.150188684463501,5.96109559,6.170454053323916,0.5741864957869027,0.18394565245742286,0.2665677711112639,sobel
2.2168164253234863,6.58317084,6.245493469083204,0.5745556222784108,0.183987446326273,0.2665378220233857,sobel
2.3019068241119385,5.366182360000001,6.085618721977167,0.5749450268228918,0.1840986913733592,0.26649500092245487,sobel
2.4343438148498535,6.676260309999999,6.193008101617682,0.5756133190056876,0.18414596638880026,0.2665129640445627,sobel
2.501854658126831,6.759956440000001,6.296089617687195,0.5760643807661542,0.1840601655162708,0.26654758421082153,sobel
2.6702401638031006,6.59215644,6.349919949016796,0.5770067923854215,0.18399803890522237,0.2665407991960448,sobel
2.737823724746704,7.337170840000001,6.529420111013742,0.5773150483645682,0.18412485113357796,0.26654134177535976,sobel
2.867640972137451,5.904378840000001,6.4157762435566985,0.5779667276287851,0.18436497224589574,0.26655296010095614,sobel
3.0195908546447754,6.719389759999999,6.470978701091844,0.5789033758910201,0.18419137199843397,0.2666797725430449,sobel
3.1046230792999268,6.534692709999999,6.482563066347872,0.5794117087964691,0.18415672659346527,0.2667443071235346,sobel
3.20047926902771,5.88869951,6.3745878742846225,0.5799283324442119,0.18430364900950522,0.2668114285144975,sobel
3.303972005844116,6.49049471,6.3956618444146915,0.5805011918092087,0.18444313477525248,0.26683481348874,sobel
3.4174964427948,6.93839216,6.494340083612021,0.5811833493833756,0.1844462462858428,0.2668422569268853,sobel
3.5034689903259277,5.99579676,6.4036958429552895,0.581640768979459,0.18439862173860025,0.2669183733980434,sobel
3.6370790004730225,6.059389759999999,6.341094736963418,0.582352777953625,0.18450478859316882,0.2669563359884015,sobel
3.7833237648010254,5.81198844,6.244893592060978,0.5832518080550614,0.18456988891471368,0.26700315492556714,sobel
3.8699355125427246,6.99198064,6.380727600777164,0.5837552085329563,0.1845234837186819,0.26702562310389,sobel
3.914555072784424,6.30477296,6.366917666090407,0.5839861021462056,0.18450480955434578,0.26698034596018383,sobel
4.074948072433472,5.89449375,6.281022408619424,0.5849365868974084,0.18448317285137153,0.2671020082825986,sobel
4.184789419174194,5.76209775,6.186672470688619,0.5855201398301203,0.1845486019150477,0.26707868499049764,sobel
4.30190110206604,6.818188440000001,6.301493556017961,0.586092687527969,0.1846651280079864,0.2670176210204857,sobel
4.477060556411743,6.83447399,6.398399089469241,0.5871554269324425,0.1846387209325833,0.2671562279864064,sobel
4.59485125541687,6.32438844,6.384942607747561,0.5877418882087543,0.18462058162011993,0.2672433458608345,sobel
4.702024698257446,5.24738844,6.178114577248005,0.5883336278980029,0.18479729206805331,0.2672329683539599,sobel
4.830256938934326,5.38957696,6.034744101384732,0.5889913961921938,0.18494708281717503,0.26722972224711555,sobel
4.987658739089966,5.813395160000001,5.9944988393147804,0.5900250258671638,0.18480647097945813,0.2672469037341172,sobel
5.117421388626099,5.850564,5.968328868530275,0.5908386376513172,0.1846783554982777,0.26720959272953915,sobel
5.185848712921143,6.51388319,6.067520563342952,0.5912055095092792,0.18478198209264826,0.26721570569231734,sobel
5.279531240463257,7.05245239,6.246599077280597,0.5917349325408487,0.18494151380936294,0.26726517723737875,sobel
5.347301006317139,6.045153760000001,6.209972655956852,0.592115477128291,0.1849930060772969,0.26731418855102274,sobel
