focus_value,raw_focus_value,x,y,z,quaternion,timestamp,metric
5587.096463566921,5555.13391056,0.6953462426219168,0.07209750084383756,0.3739652613998214,"0.7049939640935374,0.7089476165272582,0.017545283968630913,0.008303651152328192",0.0,fswm
5394.066625042207,5339.939185658765,0.6964145077884365,0.07207442880293786,0.37382009342583633,"0.7050305064346426,0.708914205175046,0.017446114167754503,0.008262432934057661",0.2040259838104248,fswm
5073.633139532868,4983.780481540247,0.6975387972541854,0.07224870696047114,0.3738877201023206,"0.7049516045667089,0.7089918705401428,0.017478210958850823,0.008262860793319188",0.4315159320831299,fswm
5005.92846455822,4986.943416864691,0.6984199594604688,0.07231892293761152,0.3737954248979021,"0.7049610379990906,0.7089851148056046,0.017384844765292992,0.00823462566333186",0.5990667343139648,fswm
4882.317651433965,4847.655980235061,0.6993710839172275,0.07224676721939544,0.37389699715060865,"0.7049681291014653,0.7089768501691548,0.0174192033657712,0.00826645205064748",0.8393795490264893,fswm
4712.941996557598,4665.447419748025,0.6993916562521636,0.07232693992228012,0.37385579213953934,"0.7049397357818818,0.7090056432741566,0.017407711958950394,0.008242468412094098",1.0799651145935059,fswm
4617.969280038023,4591.338008956914,0.699374221202564,0.07233577347976652,0.37385491203827004,"0.7049448740909653,0.7090003024973696,0.017411676964403294,0.008254032759737358",1.2795851230621338,fswm
4673.455879031815,4689.014859687779,0.6993728212823612,0.07231377503893534,0.3738285797622307,"0.7049608335462015,0.7089852056749467,0.01739022829212883,0.008232937498003096",1.4399728775024414,fswm
4971.3482008299325,5054.8800978369145,0.6947470296163952,0.07186623533445882,0.37355411350389944,"0.7050625714239933,0.7088914339478978,0.017152925786093197,0.008092118959596455",1.645508050918579,fswm
5273.55048271166,5358.290934338765,0.6822876520163665,0.07033241415465434,0.37232110160878834,"0.7056544342580728,0.7083328962285169,0.016116459976767566,0.007522449751081754",1.8824615478515625,fswm
1984.5175431288014,1062.240798621111,0.680780291250565,0.07010693940035044,0.3721746143722207,"0.7057387657508541,0.7082520601530043,0.016020029816627493,0.007427815975127959",2.106076717376709,fswm
1106.602910417758,860.4271303980248,0.6807682333895437,0.07015242482930892,0.37217901415208077,"0.7057076457711158,0.7082826139239057,0.016018974228454327,0.007473284283166883",2.3312039375305176,fswm
885.7382960844516,823.8057155277779,0.6807620775153586,0.07015964560055181,0.3722247465157221,"0.7057048314582888,0.7082842892436141,0.016062503734501306,0.007486817807045943",2.495152473449707,fswm
855.8193030437267,847.4297271387655,0.6807675143276951,0.07020633741495406,0.3721754544065752,"0.7056822039694808,0.7083080692374937,0.016024886986384348,0.007450439644979324",2.6819329261779785,fswm
836.0252543851165,830.4748111111111,0.6807702339039061,0.07017298809973091,0.3721894292997413,"0.7057011186724522,0.7082892313225746,0.016025499627712984,0.007448440011713954",2.9616658687591553,fswm
837.1086763426397,837.412478370247,0.6807672609297807,0.07018641489737851,0.3721912343151488,"0.7056976971255421,0.7082923879698206,0.016035264821229925,0.007451422537254384",3.2056705951690674,fswm
830.5669603858996,828.7325997677779,0.6807620563681882,0.0701647435735002,0.3721690749575323,"0.7057024112190824,0.7082883523593537,0.016003462326794827,0.007456936716906977",3.4894986152648926,fswm
837.4581848153939,839.3905510000001,0.6807649316652817,0.0701719123797428,0.3721945971146293,"0.705690267065025,0.7082997679420036,0.01603599492177899,0.0074520178385558975",3.6549198627471924,fswm
840.4877018030079,841.3372077569136,0.6807713111446418,0.07016560838610768,0.3721990708533708,"0.7057102165716121,0.7082799565764519,0.016029695390745186,0.007459370227275858",3.893454074859619,fswm
832.053936853368,829.6890273420989,0.6807546965651323,0.07017762249289486,0.3721965994399084,"0.7056937210421297,0.7082962124591846,0.016044459350472665,0.007444650551734026",4.215179681777954,fswm
838.931613044575,840.8601801717284,0.6807745203999517,0.07017269657195005,0.37220852879320243,"0.7057012213598879,0.7082880943980525,0.01606013600926095,0.00747218418550047",4.4622719287872314,fswm
828.5105031271836,825.5883228069137,0.680766208829673,0.07016017320829573,0.3721831463379731,"0.7057157762808702,0.7082750086196721,0.0160103764558942,0.007444670498599079",4.704996347427368,fswm
826.7265816030327,826.2263527011113,0.6807692633730972,0.07018293694762892,0.3721821698027547,"0.7056975671828905,0.7082928340404,0.016028348188407586,0.0074361934831906895",4.925136089324951,fswm
831.4750640896043,832.8065846458024,0.6807711597502281,0.07016050790857943,0.3721923638209474,"0.7057048104243175,0.7082854112548687,0.016031174785500514,0.007449710229015641",5.174275636672974,fswm
835.9212886716844,837.1680531791359,0.6807691840340699,0.07017466297038422,0.3721938261762292,"0.7056994469588408,0.7082906050232551,0.016019812524920452,0.0074883245418421625",5.4173424243927,fswm
833.7904211096486,833.1929051728395,0.6807661529802426,0.07013815373356383,0.37218979275593567,"0.7057281870555674,0.7082622097010308,0.016027746966191154,0.0074484650675761006",5.6621692180633545,fswm
834.5559784250977,834.7706481233332,0.6807562627465458,0.07017374620949683,0.3721987331405229,"0.7056986941984437,0.708291761045852,0.01602250454417563,0.007444030447894328",5.88511061668396,fswm
831.863800448966,831.1088876265432,0.680769559579792,0.07015873943402053,0.37221145091941354,"0.7057146422777179,0.7082751505918025,0.016040987863880845,0.007472712850316719",6.162085294723511,fswm
835.7874115740116,836.8876301980246,0.6807743006530336,0.07016742620866706,0.3722232555274106,"0.7057048646254261,0.7082843643087743,0.016063321993895936,0.007474824830375093",6.374011516571045,fswm
836.7465550839166,837.015508229136,0.6807692605610153,0.07021487520675265,0.3722193473234363,"0.7056862132563579,0.7083035261084983,0.0160384755797858,0.007473327454786977",6.582016468048096,fswm
841.9378245361762,843.3935068532099,0.6807551798557899,0.07013842681526053,0.37218654825227965,"0.705708279092366,0.7082827557389907,0.01599765678023181,0.0074456511343680976",6.86281156539917,fswm
825.0011317554681,820.25191879,0.6807575286880634,0.07019088096316323,0.37221472538836087,"0.7056870200069737,0.708302709663762,0.016039076750778546,0.007473238496951776",7.174904823303223,fswm
831.9434832915433,833.8901860128396,0.6807720209919389,0.07016913065247912,0.37219078168246356,"0.7057050684853162,0.708284593388644,0.0160388906056066,0.007486325571323115",7.423251152038574,fswm
837.8199732706285,839.4677980709876,0.6807549272625801,0.07018603875973192,0.3721825657067306,"0.705698062481665,0.7082925263263908,0.016010333836767216,0.0074572763284039625",7.661932945251465,fswm
843.073465465596,844.5465956433333,0.6807664736598852,0.07016870385619846,0.3721804604489181,"0.7057078285551885,0.7082828338611882,0.016015070188461992,0.007443487109128273",7.934878587722778,fswm
840.2757228600063,839.4912086913581,0.6807649000122402,0.0701730437215497,0.3722060837598596,"0.7057102849997778,0.7082795891170285,0.01603858474428013,0.007468673586793717",8.144542694091797,fswm
838.892983790283,838.5052503406174,0.6807649039659885,0.07016956544659003,0.37220098417091657,"0.705700839093012,0.7082894062533313,0.016024475713787036,0.007460487304511073",8.364923477172852,fswm
839.5798611344505,839.7724682054321,0.6807622590623666,0.07015944469435208,0.37225587166534335,"0.7057054364776405,0.7082839576824131,0.01605671994562046,0.007473550710908054",8.579299449920654,fswm
838.213585803707,837.8304689461729,0.6807719795457737,0.07015914720474453,0.3721853838684074,"0.7057174626433663,0.7082728843471867,0.016024183562213416,0.007457195175797528",8.808242559432983,fswm
834.9746864645941,834.0664676680246,0.6807729533392877,0.0701708506644177,0.37219521757868224,"0.7056995742331694,0.7082906264412129,0.016024800957099555,0.0074635900827210696",9.053827047348022,fswm
837.2792525619707,837.9254752532098,0.680763659907837,0.07019354184021293,0.37219109452696986,"0.7056846270345178,0.7083056418707014,0.016022288934861583,0.00745728627417899",9.29233431816101,fswm
841.3862108462747,842.5378417924692,0.6807707317136982,0.07017251488699433,0.3722230901940019,"0.7057016260692001,0.7082876886622334,0.01605779504140305,0.007477450849488929",9.504846334457397,fswm
835.9671072575933,834.4475380383951,0.6807674051474295,0.07017321282376558,0.37224091112013513,"0.7057022010401437,0.7082867892246407,0.01607373847376374,0.00747412793729809",9.743341445922852,fswm
835.3746485299706,835.2085173550618,0.6807751987176536,0.07015895362999813,0.37220681377188447,"0.7057056216296455,0.7082837930083763,0.0160508882176783,0.007484193303681932",9.981756687164307,fswm
829.5605617231203,827.9302353776544,0.6807654863018698,0.0701593533942203,0.37219699973703674,"0.7056919815318651,0.7082982932842403,0.016025186558045176,0.007453075072881601",10.200474977493286,fswm
828.7074861847657,828.4682755277778,0.6807722248171156,0.07016473167329619,0.3721864175158139,"0.7057128782074227,0.7082777918842724,0.01601178706621284,0.007451558942994601",10.4978928565979,fswm
821.5576698180612,819.5527919455554,0.6807632930035429,0.07017356933886694,0.3721852185657651,"0.7056944912121735,0.7082958581910487,0.01601869986628564,0.007460804031146419",10.684279203414917,fswm
820.1522245983533,819.7581241239504,0.6807606568568992,0.07016113625022678,0.3722015521683285,"0.7057140052618106,0.7082763113638286,0.016027574032549462,0.007451604445565013",10.960265159606934,fswm
826.1876941157583,827.8800983209876,0.6807632811087372,0.07018038013200342,0.37218809643812545,"0.7056871021260487,0.7083028531876842,0.016035366873851296,0.0074598303162152916",11.17418646812439,fswm
828.5559984317022,829.2200939377778,0.6807620728301298,0.07017662878071473,0.37220943939225704,"0.7057047293836449,0.7082852486058825,0.01604232456136376,0.007448849275404039",11.417343139648438,fswm
836.350168375742,838.5357292424691,0.6807524156178862,0.07019118301320988,0.3722298846964145,"0.7057013149824768,0.7082882501507174,0.01605596489455926,0.0074575278573219585",11.661600589752197,fswm
823.0017215393111,819.2586875476543,0.6807606869169373,0.07018104452578486,0.37220855270105035,"0.7057004360192708,0.7082892622877746,0.016053598310318374,0.007449665183217295",11.904899835586548,fswm
832.6221994165908,835.3198747455557,0.6807667191610353,0.0701730767896453,0.3722255292400601,"0.7057104468496097,0.7082789148846804,0.016067046190175,0.0074561359850003105",12.181944370269775,fswm
842.5819606156019,845.3747742795061,0.68076271960455,0.07017963097457897,0.37215975104471555,"0.7057004239608156,0.7082904118409893,0.01600606975075982,0.007443779065828974",12.400238037109375,fswm
843.9665798600033,844.354840528889,0.6807662665806745,0.07017078543998534,0.3721792382288795,"0.7057061255219573,0.7082843055590315,0.016021189441435286,0.007451737275927436",12.702400922775269,fswm
846.5860118719263,847.3205260202467,0.6807616099742408,0.0701631938644629,0.3721927137065611,"0.7057024733695034,0.7082876683607378,0.016028851343673996,0.007461491330652789",12.941646575927734,fswm
